ID,Book-Rating
TEST_045047,4
TEST_045048,4
TEST_045049,4
TEST_045050,4
TEST_045051,4
TEST_045052,4
TEST_045053,4
TEST_045054,5
TEST_045055,5
TEST_045056,5
TEST_045057,4
TEST_045058,5
TEST_045059,4
TEST_045060,4
TEST_045061,4
TEST_045062,2
TEST_045063,2
TEST_045064,2
TEST_045065,2
TEST_045066,4
TEST_045067,2
TEST_045068,5
TEST_045069,5
TEST_045070,5
TEST_045071,5
TEST_045072,4
TEST_045073,4
TEST_045074,4
TEST_045075,4
TEST_045076,4
TEST_045077,4
TEST_045078,4
TEST_045079,4
TEST_045080,5
TEST_045081,5
TEST_045082,5
TEST_045083,5
TEST_045084,5
TEST_045085,5
TEST_045086,5
TEST_045087,4
TEST_045088,4
TEST_045089,5
TEST_045090,5
TEST_045091,4
TEST_045092,4
TEST_045093,5
TEST_045094,4
TEST_045095,4
TEST_045096,5
TEST_045097,5
TEST_045098,5
TEST_045099,4
TEST_045100,5
TEST_045101,5
TEST_045102,5
TEST_045103,3
TEST_045104,2
TEST_045105,3
TEST_045106,3
TEST_045107,3
TEST_045108,3
TEST_045109,4
TEST_045110,4
TEST_045111,4
TEST_045112,4
TEST_045113,4
TEST_045114,3
TEST_045115,3
TEST_045116,4
TEST_045117,4
TEST_045118,3
TEST_045119,4
TEST_045120,4
TEST_045121,4
TEST_045122,4
TEST_045123,4
TEST_045124,3
TEST_045125,4
TEST_045126,4
TEST_045127,3
TEST_045128,3
TEST_045129,4
TEST_045130,3
TEST_045131,3
TEST_045132,3
TEST_045133,4
TEST_045134,3
TEST_045135,4
TEST_045136,4
TEST_045137,6
TEST_045138,6
TEST_045139,5
TEST_045140,6
TEST_045141,6
TEST_045142,6
TEST_045143,6
TEST_045144,6
TEST_045145,6
TEST_045146,6
TEST_045147,6
TEST_045148,6
TEST_045149,4
TEST_045150,4
TEST_045151,2
TEST_045152,2
TEST_045153,2
TEST_045154,2
TEST_045155,2
TEST_045156,2
TEST_045157,2
TEST_045158,2
TEST_045159,2
TEST_045160,4
TEST_045161,4
TEST_045162,4
TEST_045163,4
TEST_045164,4
TEST_045165,4
TEST_045166,4
TEST_045167,4
TEST_045168,4
TEST_045169,3
TEST_045170,4
TEST_045171,4
TEST_045172,4
TEST_045173,3
TEST_045174,3
TEST_045175,4
TEST_045176,4
TEST_045177,3
TEST_045178,3
TEST_045179,3
TEST_045180,4
TEST_045181,4
TEST_045182,3
TEST_045183,4
TEST_045184,3
TEST_045185,4
TEST_045186,4
TEST_045187,3
TEST_045188,3
TEST_045189,3
TEST_045190,3
TEST_045191,3
TEST_045192,3
TEST_045193,4
TEST_045194,3
TEST_045195,3
TEST_045196,3
TEST_045197,3
TEST_045198,3
TEST_045199,4
TEST_045200,3
TEST_045201,3
TEST_045202,3
TEST_045203,3
TEST_045204,3
TEST_045205,3
TEST_045206,4
TEST_045207,4
TEST_045208,3
TEST_045209,3
TEST_045210,3
TEST_045211,4
TEST_045212,3
TEST_045213,3
TEST_045214,4
TEST_045215,3
TEST_045216,3
TEST_045217,3
TEST_045218,3
TEST_045219,3
TEST_045220,3
TEST_045221,3
TEST_045222,3
TEST_045223,3
TEST_045224,3
TEST_045225,4
TEST_045226,3
TEST_045227,3
TEST_045228,3
TEST_045229,4
TEST_045230,3
TEST_045231,3
TEST_045232,3
TEST_045233,3
TEST_045234,3
TEST_045235,4
TEST_045236,3
TEST_045237,4
TEST_045238,4
TEST_045239,4
TEST_045240,4
TEST_045241,4
TEST_045242,4
TEST_045243,4
TEST_045244,4
TEST_045245,4
TEST_045246,4
TEST_045247,4
TEST_045248,4
TEST_045249,4
TEST_045250,4
TEST_045251,4
TEST_045252,4
TEST_045253,4
TEST_045254,4
TEST_045255,4
TEST_045256,4
TEST_045257,4
TEST_045258,4
TEST_045259,4
TEST_045260,4
TEST_045261,4
TEST_045262,4
TEST_045263,4
TEST_045264,4
TEST_045265,4
TEST_045266,4
TEST_045267,4
TEST_045268,4
TEST_045269,4
TEST_045270,4
TEST_045271,4
TEST_045272,4
TEST_045273,4
TEST_045274,4
TEST_045275,4
TEST_045276,5
TEST_045277,5
TEST_045278,5
TEST_045279,5
TEST_045280,5
TEST_045281,5
TEST_045282,5
TEST_045283,5
TEST_045284,3
TEST_045285,3
TEST_045286,3
TEST_045287,4
TEST_045288,4
TEST_045289,1
TEST_045290,1
TEST_045291,1
TEST_045292,1
TEST_045293,2
TEST_045294,1
TEST_045295,2
TEST_045296,2
TEST_045297,1
TEST_045298,1
TEST_045299,1
TEST_045300,1
TEST_045301,1
TEST_045302,1
TEST_045303,1
TEST_045304,1
TEST_045305,1
TEST_045306,1
TEST_045307,2
TEST_045308,1
TEST_045309,1
TEST_045310,1
TEST_045311,1
TEST_045312,2
TEST_045313,4
TEST_045314,4
TEST_045315,4
TEST_045316,4
TEST_045317,3
TEST_045318,4
TEST_045319,4
TEST_045320,4
TEST_045321,3
TEST_045322,3
TEST_045323,3
TEST_045324,4
TEST_045325,4
TEST_045326,4
TEST_045327,3
TEST_045328,4
TEST_045329,5
TEST_045330,4
TEST_045331,4
TEST_045332,4
TEST_045333,5
TEST_045334,4
TEST_045335,3
TEST_045336,3
TEST_045337,3
TEST_045338,3
TEST_045339,3
TEST_045340,3
TEST_045341,3
TEST_045342,4
TEST_045343,3
TEST_045344,3
TEST_045345,2
TEST_045346,2
TEST_045347,2
TEST_045348,2
TEST_045349,3
TEST_045350,2
TEST_045351,2
TEST_045352,3
TEST_045353,2
TEST_045354,2
TEST_045355,3
TEST_045356,2
TEST_045357,2
TEST_045358,3
TEST_045359,2
TEST_045360,2
TEST_045361,4
TEST_045362,5
TEST_045363,6
TEST_045364,6
TEST_045365,6
TEST_045366,6
TEST_045367,6
TEST_045368,6
TEST_045369,6
TEST_045370,6
TEST_045371,6
TEST_045372,6
TEST_045373,6
TEST_045374,6
TEST_045375,6
TEST_045376,5
TEST_045377,6
TEST_045378,6
TEST_045379,6
TEST_045380,6
TEST_045381,6
TEST_045382,6
TEST_045383,6
TEST_045384,6
TEST_045385,5
TEST_045386,6
TEST_045387,6
TEST_045388,6
TEST_045389,5
TEST_045390,5
TEST_045391,6
TEST_045392,6
TEST_045393,6
TEST_045394,5
TEST_045395,6
TEST_045396,6
TEST_045397,6
TEST_045398,5
TEST_045399,6
TEST_045400,5
TEST_045401,5
TEST_045402,6
TEST_045403,6
TEST_045404,5
TEST_045405,6
TEST_045406,5
TEST_045407,6
TEST_045408,6
TEST_045409,6
TEST_045410,6
TEST_045411,6
TEST_045412,6
TEST_045413,6
TEST_045414,6
TEST_045415,6
TEST_045416,6
TEST_045417,6
TEST_045418,6
TEST_045419,6
TEST_045420,6
TEST_045421,6
TEST_045422,6
TEST_045423,6
TEST_045424,4
TEST_045425,4
TEST_045426,4
TEST_045427,4
TEST_045428,4
TEST_045429,2
TEST_045430,4
TEST_045431,4
TEST_045432,4
TEST_045433,4
TEST_045434,5
TEST_045435,4
TEST_045436,4
TEST_045437,4
TEST_045438,3
TEST_045439,3
TEST_045440,3
TEST_045441,4
TEST_045442,4
TEST_045443,4
TEST_045444,3
TEST_045445,3
TEST_045446,3
TEST_045447,3
TEST_045448,3
TEST_045449,3
TEST_045450,3
TEST_045451,3
TEST_045452,3
TEST_045453,3
TEST_045454,3
TEST_045455,4
TEST_045456,3
TEST_045457,3
TEST_045458,3
TEST_045459,3
TEST_045460,3
TEST_045461,4
TEST_045462,3
TEST_045463,4
TEST_045464,3
TEST_045465,3
TEST_045466,3
TEST_045467,3
TEST_045468,3
TEST_045469,4
TEST_045470,3
TEST_045471,3
TEST_045472,4
TEST_045473,3
TEST_045474,4
TEST_045475,3
TEST_045476,3
TEST_045477,3
TEST_045478,3
TEST_045479,3
TEST_045480,3
TEST_045481,3
TEST_045482,3
TEST_045483,4
TEST_045484,3
TEST_045485,3
TEST_045486,3
TEST_045487,3
TEST_045488,3
TEST_045489,3
TEST_045490,3
TEST_045491,3
TEST_045492,4
TEST_045493,3
TEST_045494,3
TEST_045495,3
TEST_045496,3
TEST_045497,3
TEST_045498,3
TEST_045499,4
TEST_045500,3
TEST_045501,4
TEST_045502,3
TEST_045503,4
TEST_045504,3
TEST_045505,3
TEST_045506,3
TEST_045507,3
TEST_045508,3
TEST_045509,3
TEST_045510,3
TEST_045511,3
TEST_045512,3
TEST_045513,3
TEST_045514,3
TEST_045515,3
TEST_045516,4
TEST_045517,3
TEST_045518,3
TEST_045519,3
TEST_045520,3
TEST_045521,3
TEST_045522,3
TEST_045523,3
TEST_045524,3
TEST_045525,3
TEST_045526,3
TEST_045527,3
TEST_045528,3
TEST_045529,3
TEST_045530,3
TEST_045531,3
TEST_045532,3
TEST_045533,3
TEST_045534,3
TEST_045535,3
TEST_045536,3
TEST_045537,3
TEST_045538,3
TEST_045539,3
TEST_045540,4
TEST_045541,3
TEST_045542,3
TEST_045543,4
TEST_045544,3
TEST_045545,4
TEST_045546,3
TEST_045547,3
TEST_045548,3
TEST_045549,3
TEST_045550,3
TEST_045551,4
TEST_045552,4
TEST_045553,3
TEST_045554,3
TEST_045555,4
TEST_045556,4
TEST_045557,3
TEST_045558,3
TEST_045559,4
TEST_045560,3
TEST_045561,3
TEST_045562,3
TEST_045563,3
TEST_045564,4
TEST_045565,3
TEST_045566,3
TEST_045567,3
TEST_045568,4
TEST_045569,3
TEST_045570,4
TEST_045571,3
TEST_045572,3
TEST_045573,3
TEST_045574,3
TEST_045575,3
TEST_045576,4
TEST_045577,3
TEST_045578,3
TEST_045579,4
TEST_045580,3
TEST_045581,4
TEST_045582,4
TEST_045583,4
TEST_045584,4
TEST_045585,4
TEST_045586,4
TEST_045587,4
TEST_045588,4
TEST_045589,4
TEST_045590,4
TEST_045591,4
TEST_045592,4
TEST_045593,4
TEST_045594,4
TEST_045595,4
TEST_045596,3
TEST_045597,3
TEST_045598,3
TEST_045599,3
TEST_045600,3
TEST_045601,3
TEST_045602,3
TEST_045603,3
TEST_045604,3
TEST_045605,3
TEST_045606,5
TEST_045607,4
TEST_045608,4
TEST_045609,5
TEST_045610,5
TEST_045611,3
TEST_045612,3
TEST_045613,3
TEST_045614,3
TEST_045615,3
TEST_045616,3
TEST_045617,3
TEST_045618,4
TEST_045619,4
TEST_045620,4
TEST_045621,4
TEST_045622,3
TEST_045623,3
TEST_045624,3
TEST_045625,3
TEST_045626,3
TEST_045627,3
TEST_045628,3
TEST_045629,3
TEST_045630,3
TEST_045631,3
TEST_045632,3
TEST_045633,3
TEST_045634,3
TEST_045635,3
TEST_045636,3
TEST_045637,3
TEST_045638,3
TEST_045639,3
TEST_045640,5
TEST_045641,3
TEST_045642,4
TEST_045643,4
TEST_045644,4
TEST_045645,4
TEST_045646,3
TEST_045647,3
TEST_045648,5
TEST_045649,5
TEST_045650,5
TEST_045651,6
TEST_045652,5
TEST_045653,3
TEST_045654,3
TEST_045655,3
TEST_045656,3
TEST_045657,4
TEST_045658,4
TEST_045659,4
TEST_045660,4
TEST_045661,4
TEST_045662,4
TEST_045663,5
TEST_045664,5
TEST_045665,4
TEST_045666,4
TEST_045667,4
TEST_045668,4
TEST_045669,4
TEST_045670,4
TEST_045671,4
TEST_045672,4
TEST_045673,4
TEST_045674,4
TEST_045675,3
TEST_045676,3
TEST_045677,4
TEST_045678,3
TEST_045679,4
TEST_045680,4
TEST_045681,3
TEST_045682,3
TEST_045683,3
TEST_045684,4
TEST_045685,3
TEST_045686,3
TEST_045687,3
TEST_045688,4
TEST_045689,3
TEST_045690,4
TEST_045691,4
TEST_045692,4
TEST_045693,5
TEST_045694,4
TEST_045695,4
TEST_045696,3
TEST_045697,3
TEST_045698,3
TEST_045699,3
TEST_045700,4
TEST_045701,4
TEST_045702,4
TEST_045703,4
TEST_045704,5
TEST_045705,4
TEST_045706,4
TEST_045707,4
TEST_045708,4
TEST_045709,4
TEST_045710,4
TEST_045711,4
TEST_045712,4
TEST_045713,5
TEST_045714,4
TEST_045715,4
TEST_045716,5
TEST_045717,4
TEST_045718,4
TEST_045719,5
TEST_045720,4
TEST_045721,4
TEST_045722,5
TEST_045723,4
TEST_045724,4
TEST_045725,5
TEST_045726,4
TEST_045727,5
TEST_045728,4
TEST_045729,4
TEST_045730,4
TEST_045731,4
TEST_045732,4
TEST_045733,5
TEST_045734,5
TEST_045735,4
TEST_045736,5
TEST_045737,5
TEST_045738,4
TEST_045739,4
TEST_045740,4
TEST_045741,5
TEST_045742,4
TEST_045743,4
TEST_045744,5
TEST_045745,4
TEST_045746,4
TEST_045747,5
TEST_045748,5
TEST_045749,4
TEST_045750,4
TEST_045751,5
TEST_045752,5
TEST_045753,4
TEST_045754,4
TEST_045755,4
TEST_045756,5
TEST_045757,4
TEST_045758,5
TEST_045759,4
TEST_045760,5
TEST_045761,5
TEST_045762,4
TEST_045763,4
TEST_045764,4
TEST_045765,5
TEST_045766,5
TEST_045767,4
TEST_045768,5
TEST_045769,4
TEST_045770,5
TEST_045771,4
TEST_045772,5
TEST_045773,4
TEST_045774,4
TEST_045775,4
TEST_045776,4
TEST_045777,4
TEST_045778,4
TEST_045779,4
TEST_045780,4
TEST_045781,4
TEST_045782,4
TEST_045783,4
TEST_045784,4
TEST_045785,4
TEST_045786,4
TEST_045787,4
TEST_045788,4
TEST_045789,4
TEST_045790,4
TEST_045791,4
TEST_045792,4
TEST_045793,4
TEST_045794,4
TEST_045795,4
TEST_045796,4
TEST_045797,4
TEST_045798,4
TEST_045799,4
TEST_045800,4
TEST_045801,4
TEST_045802,4
TEST_045803,4
TEST_045804,4
TEST_045805,4
TEST_045806,4
TEST_045807,4
TEST_045808,4
TEST_045809,4
TEST_045810,4
TEST_045811,4
TEST_045812,4
TEST_045813,4
TEST_045814,4
TEST_045815,4
TEST_045816,4
TEST_045817,4
TEST_045818,4
TEST_045819,4
TEST_045820,4
TEST_045821,4
TEST_045822,4
TEST_045823,4
TEST_045824,4
TEST_045825,2
TEST_045826,2
TEST_045827,2
TEST_045828,2
TEST_045829,2
TEST_045830,2
TEST_045831,3
TEST_045832,1
TEST_045833,2
TEST_045834,2
TEST_045835,2
TEST_045836,2
TEST_045837,2
TEST_045838,2
TEST_045839,2
TEST_045840,2
TEST_045841,2
TEST_045842,1
TEST_045843,2
TEST_045844,2
TEST_045845,2
TEST_045846,2
TEST_045847,2
TEST_045848,2
TEST_045849,2
TEST_045850,2
TEST_045851,4
TEST_045852,4
TEST_045853,4
TEST_045854,4
TEST_045855,4
TEST_045856,4
TEST_045857,4
TEST_045858,2
TEST_045859,3
TEST_045860,2
TEST_045861,2
TEST_045862,2
TEST_045863,3
TEST_045864,2
TEST_045865,2
TEST_045866,2
TEST_045867,2
TEST_045868,2
TEST_045869,2
TEST_045870,2
TEST_045871,2
TEST_045872,2
TEST_045873,2
TEST_045874,2
TEST_045875,2
TEST_045876,2
TEST_045877,2
TEST_045878,2
TEST_045879,2
TEST_045880,2
TEST_045881,2
TEST_045882,2
TEST_045883,2
TEST_045884,2
TEST_045885,2
TEST_045886,2
TEST_045887,2
TEST_045888,2
TEST_045889,2
TEST_045890,2
TEST_045891,2
TEST_045892,3
TEST_045893,2
TEST_045894,2
TEST_045895,3
TEST_045896,4
TEST_045897,4
TEST_045898,4
TEST_045899,4
TEST_045900,4
TEST_045901,5
TEST_045902,4
TEST_045903,4
TEST_045904,4
TEST_045905,4
TEST_045906,6
TEST_045907,4
TEST_045908,4
TEST_045909,4
TEST_045910,4
TEST_045911,4
TEST_045912,4
TEST_045913,4
TEST_045914,4
TEST_045915,4
TEST_045916,4
TEST_045917,4
TEST_045918,5
TEST_045919,5
TEST_045920,6
TEST_045921,4
TEST_045922,4
TEST_045923,4
TEST_045924,3
TEST_045925,4
TEST_045926,4
TEST_045927,2
TEST_045928,2
TEST_045929,4
TEST_045930,3
TEST_045931,4
TEST_045932,3
TEST_045933,3
TEST_045934,3
TEST_045935,3
TEST_045936,3
TEST_045937,3
TEST_045938,3
TEST_045939,3
TEST_045940,3
TEST_045941,3
TEST_045942,3
TEST_045943,3
TEST_045944,3
TEST_045945,3
TEST_045946,3
TEST_045947,3
TEST_045948,3
TEST_045949,3
TEST_045950,3
TEST_045951,3
TEST_045952,3
TEST_045953,3
TEST_045954,5
TEST_045955,6
TEST_045956,5
TEST_045957,5
TEST_045958,6
TEST_045959,6
TEST_045960,4
TEST_045961,4
TEST_045962,4
TEST_045963,3
TEST_045964,4
TEST_045965,4
TEST_045966,4
TEST_045967,5
TEST_045968,4
TEST_045969,4
TEST_045970,5
TEST_045971,5
TEST_045972,5
TEST_045973,4
TEST_045974,4
TEST_045975,5
TEST_045976,4
TEST_045977,5
TEST_045978,5
TEST_045979,4
TEST_045980,4
TEST_045981,5
TEST_045982,4
TEST_045983,4
TEST_045984,5
TEST_045985,4
TEST_045986,5
TEST_045987,4
TEST_045988,5
TEST_045989,4
TEST_045990,5
TEST_045991,5
TEST_045992,5
TEST_045993,5
TEST_045994,5
TEST_045995,5
TEST_045996,4
TEST_045997,4
TEST_045998,3
TEST_045999,3
TEST_046000,2
TEST_046001,3
TEST_046002,3
TEST_046003,4
TEST_046004,3
TEST_046005,2
TEST_046006,2
TEST_046007,3
TEST_046008,3
TEST_046009,3
TEST_046010,3
TEST_046011,2
TEST_046012,3
TEST_046013,3
TEST_046014,3
TEST_046015,3
TEST_046016,3
TEST_046017,3
TEST_046018,3
TEST_046019,3
TEST_046020,3
TEST_046021,3
TEST_046022,3
TEST_046023,3
TEST_046024,3
TEST_046025,3
TEST_046026,3
TEST_046027,3
TEST_046028,2
TEST_046029,3
TEST_046030,3
TEST_046031,2
TEST_046032,3
TEST_046033,3
TEST_046034,3
TEST_046035,2
TEST_046036,3
TEST_046037,3
TEST_046038,2
TEST_046039,3
TEST_046040,2
TEST_046041,3
TEST_046042,3
TEST_046043,3
TEST_046044,3
TEST_046045,3
TEST_046046,3
TEST_046047,3
TEST_046048,4
TEST_046049,3
TEST_046050,3
TEST_046051,3
TEST_046052,4
TEST_046053,3
TEST_046054,2
TEST_046055,3
TEST_046056,3
TEST_046057,2
TEST_046058,3
TEST_046059,3
TEST_046060,3
TEST_046061,3
TEST_046062,4
TEST_046063,4
TEST_046064,4
TEST_046065,3
TEST_046066,2
TEST_046067,3
TEST_046068,2
TEST_046069,2
TEST_046070,3
TEST_046071,2
TEST_046072,4
TEST_046073,4
TEST_046074,3
TEST_046075,4
TEST_046076,4
TEST_046077,3
TEST_046078,4
TEST_046079,4
TEST_046080,4
TEST_046081,3
TEST_046082,4
TEST_046083,4
TEST_046084,4
TEST_046085,5
TEST_046086,4
TEST_046087,4
TEST_046088,4
TEST_046089,4
TEST_046090,3
TEST_046091,4
TEST_046092,4
TEST_046093,4
TEST_046094,4
TEST_046095,4
TEST_046096,3
TEST_046097,4
TEST_046098,3
TEST_046099,4
TEST_046100,1
TEST_046101,1
TEST_046102,1
TEST_046103,1
TEST_046104,1
TEST_046105,1
TEST_046106,1
TEST_046107,1
TEST_046108,1
TEST_046109,1
TEST_046110,1
TEST_046111,1
TEST_046112,1
TEST_046113,1
TEST_046114,1
TEST_046115,5
TEST_046116,4
TEST_046117,4
TEST_046118,5
TEST_046119,6
TEST_046120,5
TEST_046121,5
TEST_046122,5
TEST_046123,5
TEST_046124,5
TEST_046125,6
TEST_046126,5
TEST_046127,5
TEST_046128,5
TEST_046129,5
TEST_046130,5
TEST_046131,4
TEST_046132,4
TEST_046133,3
TEST_046134,4
TEST_046135,3
TEST_046136,4
TEST_046137,3
TEST_046138,3
TEST_046139,3
TEST_046140,3
TEST_046141,3
TEST_046142,4
TEST_046143,4
TEST_046144,4
TEST_046145,3
TEST_046146,3
TEST_046147,3
TEST_046148,3
TEST_046149,4
TEST_046150,4
TEST_046151,4
TEST_046152,3
TEST_046153,3
TEST_046154,4
TEST_046155,3
TEST_046156,4
TEST_046157,3
TEST_046158,4
TEST_046159,4
TEST_046160,4
TEST_046161,4
TEST_046162,4
TEST_046163,4
TEST_046164,4
TEST_046165,5
TEST_046166,5
TEST_046167,6
TEST_046168,6
TEST_046169,6
TEST_046170,5
TEST_046171,4
TEST_046172,3
TEST_046173,3
TEST_046174,3
TEST_046175,3
TEST_046176,3
TEST_046177,4
TEST_046178,4
TEST_046179,4
TEST_046180,4
TEST_046181,3
TEST_046182,4
TEST_046183,2
TEST_046184,2
TEST_046185,2
TEST_046186,2
TEST_046187,2
TEST_046188,2
TEST_046189,2
TEST_046190,2
TEST_046191,2
TEST_046192,2
TEST_046193,2
TEST_046194,2
TEST_046195,2
TEST_046196,2
TEST_046197,2
TEST_046198,2
TEST_046199,2
TEST_046200,2
TEST_046201,2
TEST_046202,2
TEST_046203,2
TEST_046204,2
TEST_046205,2
TEST_046206,2
TEST_046207,2
TEST_046208,2
TEST_046209,2
TEST_046210,2
TEST_046211,2
TEST_046212,2
TEST_046213,2
TEST_046214,2
TEST_046215,2
TEST_046216,2
TEST_046217,2
TEST_046218,2
TEST_046219,2
TEST_046220,2
TEST_046221,2
TEST_046222,2
TEST_046223,2
TEST_046224,2
TEST_046225,2
TEST_046226,2
TEST_046227,2
TEST_046228,2
TEST_046229,2
TEST_046230,2
TEST_046231,2
TEST_046232,2
TEST_046233,2
TEST_046234,2
TEST_046235,2
TEST_046236,2
TEST_046237,2
TEST_046238,2
TEST_046239,2
TEST_046240,2
TEST_046241,2
TEST_046242,2
TEST_046243,2
TEST_046244,2
TEST_046245,2
TEST_046246,2
TEST_046247,2
TEST_046248,2
TEST_046249,3
TEST_046250,2
TEST_046251,2
TEST_046252,2
TEST_046253,2
TEST_046254,2
TEST_046255,2
TEST_046256,2
TEST_046257,2
TEST_046258,2
TEST_046259,2
TEST_046260,2
TEST_046261,2
TEST_046262,2
TEST_046263,2
TEST_046264,2
TEST_046265,2
TEST_046266,2
TEST_046267,2
TEST_046268,2
TEST_046269,2
TEST_046270,2
TEST_046271,2
TEST_046272,3
TEST_046273,2
TEST_046274,2
TEST_046275,4
TEST_046276,4
TEST_046277,1
TEST_046278,1
TEST_046279,1
TEST_046280,1
TEST_046281,1
TEST_046282,1
TEST_046283,1
TEST_046284,1
TEST_046285,1
TEST_046286,1
TEST_046287,1
TEST_046288,1
TEST_046289,1
TEST_046290,1
TEST_046291,1
TEST_046292,1
TEST_046293,1
TEST_046294,1
TEST_046295,1
TEST_046296,1
TEST_046297,1
TEST_046298,1
TEST_046299,1
TEST_046300,1
TEST_046301,1
TEST_046302,1
TEST_046303,1
TEST_046304,1
TEST_046305,1
TEST_046306,1
TEST_046307,1
TEST_046308,1
TEST_046309,1
TEST_046310,1
TEST_046311,1
TEST_046312,1
TEST_046313,1
TEST_046314,1
TEST_046315,1
TEST_046316,1
TEST_046317,1
TEST_046318,1
TEST_046319,1
TEST_046320,1
TEST_046321,1
TEST_046322,1
TEST_046323,1
TEST_046324,1
TEST_046325,1
TEST_046326,1
TEST_046327,2
TEST_046328,1
TEST_046329,1
TEST_046330,1
TEST_046331,1
TEST_046332,1
TEST_046333,1
TEST_046334,1
TEST_046335,1
TEST_046336,1
TEST_046337,1
TEST_046338,1
TEST_046339,1
TEST_046340,1
TEST_046341,1
TEST_046342,1
TEST_046343,1
TEST_046344,1
TEST_046345,1
TEST_046346,1
TEST_046347,1
TEST_046348,1
TEST_046349,1
TEST_046350,1
TEST_046351,1
TEST_046352,1
TEST_046353,1
TEST_046354,1
TEST_046355,1
TEST_046356,1
TEST_046357,1
TEST_046358,1
TEST_046359,1
TEST_046360,1
TEST_046361,1
TEST_046362,1
TEST_046363,1
TEST_046364,1
TEST_046365,1
TEST_046366,1
TEST_046367,1
TEST_046368,1
TEST_046369,1
TEST_046370,1
TEST_046371,1
TEST_046372,1
TEST_046373,1
TEST_046374,1
TEST_046375,1
TEST_046376,1
TEST_046377,1
TEST_046378,1
TEST_046379,1
TEST_046380,1
TEST_046381,1
TEST_046382,1
TEST_046383,1
TEST_046384,1
TEST_046385,1
TEST_046386,1
TEST_046387,1
TEST_046388,1
TEST_046389,1
TEST_046390,1
TEST_046391,1
TEST_046392,1
TEST_046393,1
TEST_046394,1
TEST_046395,1
TEST_046396,1
TEST_046397,1
TEST_046398,1
TEST_046399,1
TEST_046400,1
TEST_046401,2
TEST_046402,1
TEST_046403,1
TEST_046404,1
TEST_046405,1
TEST_046406,1
TEST_046407,2
TEST_046408,1
TEST_046409,1
TEST_046410,1
TEST_046411,1
TEST_046412,1
TEST_046413,1
TEST_046414,1
TEST_046415,1
TEST_046416,1
TEST_046417,1
TEST_046418,1
TEST_046419,1
TEST_046420,1
TEST_046421,1
TEST_046422,1
TEST_046423,1
TEST_046424,1
TEST_046425,1
TEST_046426,1
TEST_046427,1
TEST_046428,1
TEST_046429,1
TEST_046430,1
TEST_046431,1
TEST_046432,1
TEST_046433,1
TEST_046434,1
TEST_046435,1
TEST_046436,1
TEST_046437,1
TEST_046438,1
TEST_046439,1
TEST_046440,1
TEST_046441,1
TEST_046442,1
TEST_046443,1
TEST_046444,1
TEST_046445,1
TEST_046446,1
TEST_046447,1
TEST_046448,1
TEST_046449,1
TEST_046450,1
TEST_046451,1
TEST_046452,1
TEST_046453,1
TEST_046454,1
TEST_046455,1
TEST_046456,1
TEST_046457,1
TEST_046458,1
TEST_046459,1
TEST_046460,1
TEST_046461,1
TEST_046462,1
TEST_046463,1
TEST_046464,1
TEST_046465,1
TEST_046466,1
TEST_046467,1
TEST_046468,1
TEST_046469,1
TEST_046470,1
TEST_046471,1
TEST_046472,1
TEST_046473,1
TEST_046474,1
TEST_046475,1
TEST_046476,1
TEST_046477,1
TEST_046478,1
TEST_046479,1
TEST_046480,1
TEST_046481,1
TEST_046482,1
TEST_046483,1
TEST_046484,1
TEST_046485,1
TEST_046486,1
TEST_046487,1
TEST_046488,1
TEST_046489,1
TEST_046490,1
TEST_046491,1
TEST_046492,1
TEST_046493,1
TEST_046494,1
TEST_046495,1
TEST_046496,1
TEST_046497,1
TEST_046498,1
TEST_046499,1
TEST_046500,1
TEST_046501,1
TEST_046502,1
TEST_046503,1
TEST_046504,1
TEST_046505,1
TEST_046506,1
TEST_046507,1
TEST_046508,1
TEST_046509,1
TEST_046510,1
TEST_046511,1
TEST_046512,1
TEST_046513,1
TEST_046514,1
TEST_046515,1
TEST_046516,1
TEST_046517,1
TEST_046518,1
TEST_046519,1
TEST_046520,1
TEST_046521,1
TEST_046522,1
TEST_046523,1
TEST_046524,1
TEST_046525,2
TEST_046526,1
TEST_046527,1
TEST_046528,1
TEST_046529,1
TEST_046530,1
TEST_046531,1
TEST_046532,1
TEST_046533,1
TEST_046534,1
TEST_046535,1
TEST_046536,1
TEST_046537,1
TEST_046538,1
TEST_046539,1
TEST_046540,1
TEST_046541,1
TEST_046542,1
TEST_046543,1
TEST_046544,1
TEST_046545,1
TEST_046546,1
TEST_046547,1
TEST_046548,1
TEST_046549,1
TEST_046550,1
TEST_046551,1
TEST_046552,1
TEST_046553,1
TEST_046554,1
TEST_046555,1
TEST_046556,1
TEST_046557,1
TEST_046558,1
TEST_046559,1
TEST_046560,1
TEST_046561,1
TEST_046562,1
TEST_046563,1
TEST_046564,1
TEST_046565,1
TEST_046566,2
TEST_046567,1
TEST_046568,1
TEST_046569,1
TEST_046570,1
TEST_046571,1
TEST_046572,1
TEST_046573,1
TEST_046574,1
TEST_046575,1
TEST_046576,1
TEST_046577,1
TEST_046578,1
TEST_046579,1
TEST_046580,1
TEST_046581,1
TEST_046582,1
TEST_046583,1
TEST_046584,1
TEST_046585,1
TEST_046586,1
TEST_046587,1
TEST_046588,1
TEST_046589,1
TEST_046590,1
TEST_046591,1
TEST_046592,1
TEST_046593,1
TEST_046594,1
TEST_046595,1
TEST_046596,1
TEST_046597,1
TEST_046598,1
TEST_046599,1
TEST_046600,1
