,연도,일시,측정소,PM2.5
20210,4,05-05 02:00,독곶리,0.07773284
20211,4,05-05 03:00,독곶리,0.076936185
20212,4,05-05 04:00,독곶리,0.07499532
20213,4,05-05 05:00,독곶리,0.07375111
20214,4,05-05 06:00,독곶리,0.07522946
20215,4,05-05 07:00,독곶리,0.07521114
20216,4,05-05 08:00,독곶리,0.07218236
20217,4,05-05 09:00,독곶리,0.071316056
20218,4,05-05 10:00,독곶리,0.07242879
20219,4,05-05 11:00,독곶리,0.07674668
20220,4,05-05 12:00,독곶리,0.08325837
20221,4,05-05 13:00,독곶리,0.084684044
20222,4,05-05 14:00,독곶리,0.081500575
20223,4,05-05 15:00,독곶리,0.07946785
20224,4,05-05 16:00,독곶리,0.07631253
20225,4,05-05 17:00,독곶리,0.07415643
20226,4,05-05 18:00,독곶리,0.07155158
20227,4,05-05 19:00,독곶리,0.06861205
20228,4,05-05 20:00,독곶리,0.0691972
20229,4,05-05 21:00,독곶리,0.06822941
20230,4,05-05 22:00,독곶리,0.07001823
20231,4,05-05 23:00,독곶리,0.07297293
20232,4,05-08 00:00,독곶리,0.079866
20233,4,05-08 01:00,독곶리,0.080166355
20234,4,05-08 02:00,독곶리,0.07773284
20235,4,05-08 03:00,독곶리,0.076936185
20236,4,05-08 04:00,독곶리,0.07499532
20237,4,05-08 05:00,독곶리,0.07375111
20238,4,05-08 06:00,독곶리,0.07522946
20239,4,05-08 07:00,독곶리,0.07521114
20240,4,05-08 08:00,독곶리,0.07218236
20241,4,05-08 09:00,독곶리,0.071316056
20242,4,05-08 10:00,독곶리,0.07242879
20243,4,05-08 11:00,독곶리,0.07674668
20244,4,05-08 12:00,독곶리,0.08325837
20245,4,05-08 13:00,독곶리,0.084684044
20246,4,05-08 14:00,독곶리,0.081500575
20247,4,05-08 15:00,독곶리,0.07946785
20248,4,05-08 16:00,독곶리,0.07631253
20249,4,05-08 17:00,독곶리,0.07415643
20250,4,05-08 18:00,독곶리,0.07155158
20251,4,05-08 19:00,독곶리,0.06861205
20252,4,05-08 20:00,독곶리,0.0691972
20253,4,05-08 21:00,독곶리,0.06822941
20254,4,05-08 22:00,독곶리,0.07001823
20255,4,05-08 23:00,독곶리,0.07297293
20256,4,05-09 00:00,독곶리,0.079866
20257,4,05-09 01:00,독곶리,0.080166355
20258,4,05-09 02:00,독곶리,0.07773284
20259,4,05-09 03:00,독곶리,0.076936185
20260,4,05-09 04:00,독곶리,0.07499532
20261,4,05-09 05:00,독곶리,0.07375111
20262,4,05-09 06:00,독곶리,0.07522946
20263,4,05-09 07:00,독곶리,0.07521114
20264,4,05-09 08:00,독곶리,0.07218236
20265,4,05-09 09:00,독곶리,0.071316056
20266,4,05-09 10:00,독곶리,0.07242879
20267,4,05-09 11:00,독곶리,0.07674668
20268,4,05-09 12:00,독곶리,0.08325837
20269,4,05-09 13:00,독곶리,0.084684044
20270,4,05-09 14:00,독곶리,0.081500575
20271,4,05-09 15:00,독곶리,0.07946785
20272,4,05-09 16:00,독곶리,0.07631253
20273,4,05-09 17:00,독곶리,0.07415643
20274,4,05-09 18:00,독곶리,0.07155158
20275,4,05-09 19:00,독곶리,0.06861205
20276,4,05-09 20:00,독곶리,0.0691972
20277,4,05-09 21:00,독곶리,0.06822941
20278,4,05-09 22:00,독곶리,0.07001823
20279,4,05-09 23:00,독곶리,0.07297293
20280,4,05-10 00:00,독곶리,0.079866
20281,4,05-10 01:00,독곶리,0.080166355
20282,4,05-10 02:00,독곶리,0.07773284
20283,4,05-10 03:00,독곶리,0.076936185
20284,4,05-10 04:00,독곶리,0.07499532
20285,4,05-10 05:00,독곶리,0.07375111
20286,4,05-10 06:00,독곶리,0.07522946
20287,4,05-10 07:00,독곶리,0.07521114
20288,4,05-10 08:00,독곶리,0.07218236
20289,4,05-10 09:00,독곶리,0.071316056
20290,4,05-10 10:00,독곶리,0.07242879
20291,4,05-10 11:00,독곶리,0.07674668
20292,4,05-10 12:00,독곶리,0.08325837
20293,4,05-10 13:00,독곶리,0.084684044
20294,4,05-10 14:00,독곶리,0.081500575
20295,4,05-10 15:00,독곶리,0.07946785
20296,4,05-10 16:00,독곶리,0.07631253
20297,4,05-10 17:00,독곶리,0.07415643
20298,4,05-10 18:00,독곶리,0.07155158
20299,4,05-10 19:00,독곶리,0.06861205
20300,4,05-10 20:00,독곶리,0.0691972
20301,4,05-10 21:00,독곶리,0.06822941
20302,4,05-10 22:00,독곶리,0.07001823
20303,4,05-10 23:00,독곶리,0.07297293
20304,4,05-13 00:00,독곶리,0.079866
20305,4,05-13 01:00,독곶리,0.080166355
20306,4,05-13 02:00,독곶리,0.07773284
20307,4,05-13 03:00,독곶리,0.076936185
20308,4,05-13 04:00,독곶리,0.07499532
20309,4,05-13 05:00,독곶리,0.07375111
20310,4,05-13 06:00,독곶리,0.07522946
20311,4,05-13 07:00,독곶리,0.07521114
20312,4,05-13 08:00,독곶리,0.07218236
20313,4,05-13 09:00,독곶리,0.071316056
20314,4,05-13 10:00,독곶리,0.07242879
20315,4,05-13 11:00,독곶리,0.07674668
20316,4,05-13 12:00,독곶리,0.08325837
20317,4,05-13 13:00,독곶리,0.084684044
20318,4,05-13 14:00,독곶리,0.081500575
20319,4,05-13 15:00,독곶리,0.07946785
20320,4,05-13 16:00,독곶리,0.07631253
20321,4,05-13 17:00,독곶리,0.07415643
20322,4,05-13 18:00,독곶리,0.07155158
20323,4,05-13 19:00,독곶리,0.06861205
20324,4,05-13 20:00,독곶리,0.0691972
20325,4,05-13 21:00,독곶리,0.06822941
20326,4,05-13 22:00,독곶리,0.07001823
20327,4,05-13 23:00,독곶리,0.07297293
20328,4,05-14 00:00,독곶리,0.079866
20329,4,05-14 01:00,독곶리,0.080166355
20330,4,05-14 02:00,독곶리,0.07773284
20331,4,05-14 03:00,독곶리,0.076936185
20332,4,05-14 04:00,독곶리,0.07499532
20333,4,05-14 05:00,독곶리,0.07375111
20334,4,05-14 06:00,독곶리,0.07522946
20335,4,05-14 07:00,독곶리,0.07521114
20336,4,05-14 08:00,독곶리,0.07218236
20337,4,05-14 09:00,독곶리,0.071316056
20338,4,05-14 10:00,독곶리,0.07242879
20339,4,05-14 11:00,독곶리,0.07674668
20340,4,05-14 12:00,독곶리,0.08325837
20341,4,05-14 13:00,독곶리,0.084684044
20342,4,05-14 14:00,독곶리,0.081500575
20343,4,05-14 15:00,독곶리,0.07946785
20344,4,05-14 16:00,독곶리,0.07631253
20345,4,05-14 17:00,독곶리,0.07415643
20346,4,05-14 18:00,독곶리,0.07155158
20347,4,05-14 19:00,독곶리,0.06861205
20348,4,05-14 20:00,독곶리,0.0691972
20349,4,05-14 21:00,독곶리,0.06822941
20350,4,05-14 22:00,독곶리,0.07001823
20351,4,05-14 23:00,독곶리,0.07297293
20352,4,05-15 00:00,독곶리,0.079866
20353,4,05-15 01:00,독곶리,0.080166355
20354,4,05-15 02:00,독곶리,0.07773284
20355,4,05-15 03:00,독곶리,0.076936185
20356,4,05-15 04:00,독곶리,0.07499532
20357,4,05-15 05:00,독곶리,0.07375111
20358,4,05-15 06:00,독곶리,0.07522946
20359,4,05-15 07:00,독곶리,0.07521114
20360,4,05-15 08:00,독곶리,0.07218236
20361,4,05-15 09:00,독곶리,0.071316056
20362,4,05-15 10:00,독곶리,0.07242879
20363,4,05-15 11:00,독곶리,0.07674668
20364,4,05-15 12:00,독곶리,0.08325837
20365,4,05-15 13:00,독곶리,0.084684044
20366,4,05-15 14:00,독곶리,0.081500575
20367,4,05-15 15:00,독곶리,0.07946785
20368,4,05-15 16:00,독곶리,0.07631253
20369,4,05-15 17:00,독곶리,0.07415643
20370,4,05-15 18:00,독곶리,0.07155158
20371,4,05-15 19:00,독곶리,0.06861205
20372,4,05-15 20:00,독곶리,0.0691972
20373,4,05-15 21:00,독곶리,0.06822941
20374,4,05-15 22:00,독곶리,0.07001823
20375,4,05-15 23:00,독곶리,0.07297293
20376,4,05-18 00:00,독곶리,0.079866
20377,4,05-18 01:00,독곶리,0.080166355
20378,4,05-18 02:00,독곶리,0.07773284
20379,4,05-18 03:00,독곶리,0.076936185
20380,4,05-18 04:00,독곶리,0.07499532
20381,4,05-18 05:00,독곶리,0.07375111
20382,4,05-18 06:00,독곶리,0.07522946
20383,4,05-18 07:00,독곶리,0.07521114
20384,4,05-18 08:00,독곶리,0.07218236
20385,4,05-18 09:00,독곶리,0.071316056
20386,4,05-18 10:00,독곶리,0.07242879
20387,4,05-18 11:00,독곶리,0.07674668
20388,4,05-18 12:00,독곶리,0.08325837
20389,4,05-18 13:00,독곶리,0.084684044
20390,4,05-18 14:00,독곶리,0.081500575
20391,4,05-18 15:00,독곶리,0.07946785
20392,4,05-18 16:00,독곶리,0.07631253
20393,4,05-18 17:00,독곶리,0.07415643
20394,4,05-18 18:00,독곶리,0.07155158
20395,4,05-18 19:00,독곶리,0.06861205
20396,4,05-18 20:00,독곶리,0.0691972
20397,4,05-18 21:00,독곶리,0.06822941
20398,4,05-18 22:00,독곶리,0.07001823
20399,4,05-18 23:00,독곶리,0.07297293
20400,4,05-19 00:00,독곶리,0.079866
20401,4,05-19 01:00,독곶리,0.080166355
20402,4,05-19 02:00,독곶리,0.07773284
20403,4,05-19 03:00,독곶리,0.076936185
20404,4,05-19 04:00,독곶리,0.07499532
20405,4,05-19 05:00,독곶리,0.07375111
20406,4,05-19 06:00,독곶리,0.07522946
20407,4,05-19 07:00,독곶리,0.07521114
20408,4,05-19 08:00,독곶리,0.07218236
20409,4,05-19 09:00,독곶리,0.071316056
20410,4,05-19 10:00,독곶리,0.07242879
20411,4,05-19 11:00,독곶리,0.07674668
20412,4,05-19 12:00,독곶리,0.08325837
20413,4,05-19 13:00,독곶리,0.084684044
20414,4,05-19 14:00,독곶리,0.081500575
20415,4,05-19 15:00,독곶리,0.07946785
20416,4,05-19 16:00,독곶리,0.07631253
20417,4,05-19 17:00,독곶리,0.07415643
20418,4,05-19 18:00,독곶리,0.07155158
20419,4,05-19 19:00,독곶리,0.06861205
20420,4,05-19 20:00,독곶리,0.0691972
20421,4,05-19 21:00,독곶리,0.06822941
20422,4,05-19 22:00,독곶리,0.07001823
20423,4,05-19 23:00,독곶리,0.07297293
20424,4,05-20 00:00,독곶리,0.079866
20425,4,05-20 01:00,독곶리,0.080166355
20426,4,05-20 02:00,독곶리,0.07773284
20427,4,05-20 03:00,독곶리,0.076936185
20428,4,05-20 04:00,독곶리,0.07499532
20429,4,05-20 05:00,독곶리,0.07375111
20430,4,05-20 06:00,독곶리,0.07522946
20431,4,05-20 07:00,독곶리,0.07521114
20432,4,05-20 08:00,독곶리,0.07218236
20433,4,05-20 09:00,독곶리,0.071316056
20434,4,05-20 10:00,독곶리,0.07242879
20435,4,05-20 11:00,독곶리,0.07674668
20436,4,05-20 12:00,독곶리,0.08325837
20437,4,05-20 13:00,독곶리,0.084684044
20438,4,05-20 14:00,독곶리,0.081500575
20439,4,05-20 15:00,독곶리,0.07946785
20440,4,05-20 16:00,독곶리,0.07631253
20441,4,05-20 17:00,독곶리,0.07415643
20442,4,05-20 18:00,독곶리,0.07155158
20443,4,05-20 19:00,독곶리,0.06861205
20444,4,05-20 20:00,독곶리,0.0691972
20445,4,05-20 21:00,독곶리,0.06822941
20446,4,05-20 22:00,독곶리,0.07001823
20447,4,05-20 23:00,독곶리,0.07297293
20448,4,05-23 00:00,독곶리,0.079866
20449,4,05-23 01:00,독곶리,0.080166355
20450,4,05-23 02:00,독곶리,0.07773284
20451,4,05-23 03:00,독곶리,0.076936185
20452,4,05-23 04:00,독곶리,0.07499532
20453,4,05-23 05:00,독곶리,0.07375111
20454,4,05-23 06:00,독곶리,0.07522946
20455,4,05-23 07:00,독곶리,0.07521114
20456,4,05-23 08:00,독곶리,0.07218236
20457,4,05-23 09:00,독곶리,0.071316056
20458,4,05-23 10:00,독곶리,0.07242879
20459,4,05-23 11:00,독곶리,0.07674668
20460,4,05-23 12:00,독곶리,0.08325837
20461,4,05-23 13:00,독곶리,0.084684044
20462,4,05-23 14:00,독곶리,0.081500575
20463,4,05-23 15:00,독곶리,0.07946785
20464,4,05-23 16:00,독곶리,0.07631253
20465,4,05-23 17:00,독곶리,0.07415643
20466,4,05-23 18:00,독곶리,0.07155158
20467,4,05-23 19:00,독곶리,0.06861205
20468,4,05-23 20:00,독곶리,0.0691972
20469,4,05-23 21:00,독곶리,0.06822941
20470,4,05-23 22:00,독곶리,0.07001823
20471,4,05-23 23:00,독곶리,0.07297293
20472,4,05-24 00:00,독곶리,0.079866
20473,4,05-24 01:00,독곶리,0.080166355
20474,4,05-24 02:00,독곶리,0.07773284
20475,4,05-24 03:00,독곶리,0.076936185
20476,4,05-24 04:00,독곶리,0.07499532
20477,4,05-24 05:00,독곶리,0.07375111
20478,4,05-24 06:00,독곶리,0.07522946
20479,4,05-24 07:00,독곶리,0.07521114
20480,4,05-24 08:00,독곶리,0.07218236
20481,4,05-24 09:00,독곶리,0.071316056
20482,4,05-24 10:00,독곶리,0.07242879
20483,4,05-24 11:00,독곶리,0.07674668
20484,4,05-24 12:00,독곶리,0.08325837
20485,4,05-24 13:00,독곶리,0.084684044
20486,4,05-24 14:00,독곶리,0.081500575
20487,4,05-24 15:00,독곶리,0.07946785
20488,4,05-24 16:00,독곶리,0.07631253
20489,4,05-24 17:00,독곶리,0.07415643
20490,4,05-24 18:00,독곶리,0.07155158
20491,4,05-24 19:00,독곶리,0.06861205
20492,4,05-24 20:00,독곶리,0.0691972
20493,4,05-24 21:00,독곶리,0.06822941
20494,4,05-24 22:00,독곶리,0.07001823
20495,4,05-24 23:00,독곶리,0.07297293
20496,4,05-25 00:00,독곶리,0.079866
20497,4,05-25 01:00,독곶리,0.080166355
20498,4,05-25 02:00,독곶리,0.07773284
20499,4,05-25 03:00,독곶리,0.076936185
20500,4,05-25 04:00,독곶리,0.07499532
20501,4,05-25 05:00,독곶리,0.07375111
20502,4,05-25 06:00,독곶리,0.07522946
20503,4,05-25 07:00,독곶리,0.07521114
20504,4,05-25 08:00,독곶리,0.07218236
20505,4,05-25 09:00,독곶리,0.071316056
20506,4,05-25 10:00,독곶리,0.07242879
20507,4,05-25 11:00,독곶리,0.07674668
20508,4,05-25 12:00,독곶리,0.08325837
20509,4,05-25 13:00,독곶리,0.084684044
20510,4,05-25 14:00,독곶리,0.081500575
20511,4,05-25 15:00,독곶리,0.07946785
20512,4,05-25 16:00,독곶리,0.07631253
20513,4,05-25 17:00,독곶리,0.07415643
20514,4,05-25 18:00,독곶리,0.07155158
20515,4,05-25 19:00,독곶리,0.06861205
20516,4,05-25 20:00,독곶리,0.0691972
20517,4,05-25 21:00,독곶리,0.06822941
20518,4,05-25 22:00,독곶리,0.07001823
20519,4,05-25 23:00,독곶리,0.07297293
20520,4,05-28 00:00,독곶리,0.079866
20521,4,05-28 01:00,독곶리,0.080166355
20522,4,05-28 02:00,독곶리,0.07773284
20523,4,05-28 03:00,독곶리,0.076936185
20524,4,05-28 04:00,독곶리,0.07499532
20525,4,05-28 05:00,독곶리,0.07375111
20526,4,05-28 06:00,독곶리,0.07522946
20527,4,05-28 07:00,독곶리,0.07521114
20528,4,05-28 08:00,독곶리,0.07218236
20529,4,05-28 09:00,독곶리,0.071316056
20530,4,05-28 10:00,독곶리,0.07242879
20531,4,05-28 11:00,독곶리,0.07674668
20532,4,05-28 12:00,독곶리,0.08325837
20533,4,05-28 13:00,독곶리,0.084684044
20534,4,05-28 14:00,독곶리,0.081500575
20535,4,05-28 15:00,독곶리,0.07946785
20536,4,05-28 16:00,독곶리,0.07631253
20537,4,05-28 17:00,독곶리,0.07415643
20538,4,05-28 18:00,독곶리,0.07155158
20539,4,05-28 19:00,독곶리,0.06861205
20540,4,05-28 20:00,독곶리,0.0691972
20541,4,05-28 21:00,독곶리,0.06822941
20542,4,05-28 22:00,독곶리,0.07001823
20543,4,05-28 23:00,독곶리,0.07297293
20544,4,05-29 00:00,독곶리,0.079866
20545,4,05-29 01:00,독곶리,0.080166355
20546,4,05-29 02:00,독곶리,0.07773284
20547,4,05-29 03:00,독곶리,0.076936185
20548,4,05-29 04:00,독곶리,0.07499532
20549,4,05-29 05:00,독곶리,0.07375111
20550,4,05-29 06:00,독곶리,0.07522946
20551,4,05-29 07:00,독곶리,0.07521114
20552,4,05-29 08:00,독곶리,0.07218236
20553,4,05-29 09:00,독곶리,0.071316056
20554,4,05-29 10:00,독곶리,0.07242879
20555,4,05-29 11:00,독곶리,0.07674668
20556,4,05-29 12:00,독곶리,0.08325837
20557,4,05-29 13:00,독곶리,0.084684044
20558,4,05-29 14:00,독곶리,0.081500575
20559,4,05-29 15:00,독곶리,0.07946785
20560,4,05-29 16:00,독곶리,0.07631253
20561,4,05-29 17:00,독곶리,0.07415643
20562,4,05-29 18:00,독곶리,0.07155158
20563,4,05-29 19:00,독곶리,0.06861205
20564,4,05-29 20:00,독곶리,0.0691972
20565,4,05-29 21:00,독곶리,0.06822941
20566,4,05-29 22:00,독곶리,0.07001823
20567,4,05-29 23:00,독곶리,0.07297293
20568,4,05-30 00:00,독곶리,0.079866
20569,4,05-30 01:00,독곶리,0.080166355
20570,4,05-30 02:00,독곶리,0.07773284
20571,4,05-30 03:00,독곶리,0.076936185
20572,4,05-30 04:00,독곶리,0.07499532
20573,4,05-30 05:00,독곶리,0.07375111
20574,4,05-30 06:00,독곶리,0.07522946
20575,4,05-30 07:00,독곶리,0.07521114
20576,4,05-30 08:00,독곶리,0.07218236
20577,4,05-30 09:00,독곶리,0.071316056
20578,4,05-30 10:00,독곶리,0.07242879
20579,4,05-30 11:00,독곶리,0.07674668
20580,4,05-30 12:00,독곶리,0.08325837
20581,4,05-30 13:00,독곶리,0.084684044
20582,4,05-30 14:00,독곶리,0.081500575
20583,4,05-30 15:00,독곶리,0.07946785
20584,4,05-30 16:00,독곶리,0.07631253
20585,4,05-30 17:00,독곶리,0.07415643
20586,4,05-30 18:00,독곶리,0.07155158
20587,4,05-30 19:00,독곶리,0.06861205
20588,4,05-30 20:00,독곶리,0.0691972
20589,4,05-30 21:00,독곶리,0.06822941
20590,4,05-30 22:00,독곶리,0.07001823
20591,4,05-30 23:00,독곶리,0.07297293
20592,4,06-02 00:00,독곶리,0.068588704
20593,4,06-02 01:00,독곶리,0.06936065
20594,4,06-02 02:00,독곶리,0.06663501
20595,4,06-02 03:00,독곶리,0.06581107
20596,4,06-02 04:00,독곶리,0.06372027
20597,4,06-02 05:00,독곶리,0.06277563
20598,4,06-02 06:00,독곶리,0.06480316
20599,4,06-02 07:00,독곶리,0.06707416
20600,4,06-02 08:00,독곶리,0.06648934
20601,4,06-02 09:00,독곶리,0.0673723
20602,4,06-02 10:00,독곶리,0.069714695
20603,4,06-02 11:00,독곶리,0.07460569
20604,4,06-02 12:00,독곶리,0.08083832
20605,4,06-02 13:00,독곶리,0.08139369
20606,4,06-02 14:00,독곶리,0.07770912
20607,4,06-02 15:00,독곶리,0.074573666
20608,4,06-02 16:00,독곶리,0.070218846
20609,4,06-02 17:00,독곶리,0.06660018
20610,4,06-02 18:00,독곶리,0.06288895
20611,4,06-02 19:00,독곶리,0.059576605
20612,4,06-02 20:00,독곶리,0.05986313
20613,4,06-02 21:00,독곶리,0.058330454
20614,4,06-02 22:00,독곶리,0.059635073
20615,4,06-02 23:00,독곶리,0.062426455
20616,4,06-03 00:00,독곶리,0.068588704
20617,4,06-03 01:00,독곶리,0.06936065
20618,4,06-03 02:00,독곶리,0.06663501
20619,4,06-03 03:00,독곶리,0.06581107
20620,4,06-03 04:00,독곶리,0.06372027
20621,4,06-03 05:00,독곶리,0.06277563
20622,4,06-03 06:00,독곶리,0.06480316
20623,4,06-03 07:00,독곶리,0.06707416
20624,4,06-03 08:00,독곶리,0.06648934
20625,4,06-03 09:00,독곶리,0.0673723
20626,4,06-03 10:00,독곶리,0.069714695
20627,4,06-03 11:00,독곶리,0.07460569
20628,4,06-03 12:00,독곶리,0.08083832
20629,4,06-03 13:00,독곶리,0.08139369
20630,4,06-03 14:00,독곶리,0.07770912
20631,4,06-03 15:00,독곶리,0.074573666
20632,4,06-03 16:00,독곶리,0.070218846
20633,4,06-03 17:00,독곶리,0.06660018
20634,4,06-03 18:00,독곶리,0.06288895
20635,4,06-03 19:00,독곶리,0.059576605
20636,4,06-03 20:00,독곶리,0.05986313
20637,4,06-03 21:00,독곶리,0.058330454
20638,4,06-03 22:00,독곶리,0.059635073
20639,4,06-03 23:00,독곶리,0.062426455
20640,4,06-04 00:00,독곶리,0.068588704
20641,4,06-04 01:00,독곶리,0.06936065
20642,4,06-04 02:00,독곶리,0.06663501
20643,4,06-04 03:00,독곶리,0.06581107
20644,4,06-04 04:00,독곶리,0.06372027
20645,4,06-04 05:00,독곶리,0.06277563
20646,4,06-04 06:00,독곶리,0.06480316
20647,4,06-04 07:00,독곶리,0.06707416
20648,4,06-04 08:00,독곶리,0.06648934
20649,4,06-04 09:00,독곶리,0.0673723
20650,4,06-04 10:00,독곶리,0.069714695
20651,4,06-04 11:00,독곶리,0.07460569
20652,4,06-04 12:00,독곶리,0.08083832
20653,4,06-04 13:00,독곶리,0.08139369
20654,4,06-04 14:00,독곶리,0.07770912
20655,4,06-04 15:00,독곶리,0.074573666
20656,4,06-04 16:00,독곶리,0.070218846
20657,4,06-04 17:00,독곶리,0.06660018
20658,4,06-04 18:00,독곶리,0.06288895
20659,4,06-04 19:00,독곶리,0.059576605
20660,4,06-04 20:00,독곶리,0.05986313
20661,4,06-04 21:00,독곶리,0.058330454
20662,4,06-04 22:00,독곶리,0.059635073
20663,4,06-04 23:00,독곶리,0.062426455
20664,4,06-07 00:00,독곶리,0.068588704
20665,4,06-07 01:00,독곶리,0.06936065
20666,4,06-07 02:00,독곶리,0.06663501
20667,4,06-07 03:00,독곶리,0.06581107
20668,4,06-07 04:00,독곶리,0.06372027
20669,4,06-07 05:00,독곶리,0.06277563
20670,4,06-07 06:00,독곶리,0.06480316
20671,4,06-07 07:00,독곶리,0.06707416
20672,4,06-07 08:00,독곶리,0.06648934
20673,4,06-07 09:00,독곶리,0.0673723
20674,4,06-07 10:00,독곶리,0.069714695
20675,4,06-07 11:00,독곶리,0.07460569
20676,4,06-07 12:00,독곶리,0.08083832
20677,4,06-07 13:00,독곶리,0.08139369
20678,4,06-07 14:00,독곶리,0.07770912
20679,4,06-07 15:00,독곶리,0.074573666
20680,4,06-07 16:00,독곶리,0.070218846
20681,4,06-07 17:00,독곶리,0.06660018
20682,4,06-07 18:00,독곶리,0.06288895
20683,4,06-07 19:00,독곶리,0.059576605
20684,4,06-07 20:00,독곶리,0.05986313
20685,4,06-07 21:00,독곶리,0.058330454
20686,4,06-07 22:00,독곶리,0.059635073
20687,4,06-07 23:00,독곶리,0.062426455
20688,4,06-08 00:00,독곶리,0.068588704
20689,4,06-08 01:00,독곶리,0.06936065
20690,4,06-08 02:00,독곶리,0.06663501
20691,4,06-08 03:00,독곶리,0.06581107
20692,4,06-08 04:00,독곶리,0.06372027
20693,4,06-08 05:00,독곶리,0.06277563
20694,4,06-08 06:00,독곶리,0.06480316
20695,4,06-08 07:00,독곶리,0.06707416
20696,4,06-08 08:00,독곶리,0.06648934
20697,4,06-08 09:00,독곶리,0.0673723
20698,4,06-08 10:00,독곶리,0.069714695
20699,4,06-08 11:00,독곶리,0.07460569
20700,4,06-08 12:00,독곶리,0.08083832
20701,4,06-08 13:00,독곶리,0.08139369
20702,4,06-08 14:00,독곶리,0.07770912
20703,4,06-08 15:00,독곶리,0.074573666
20704,4,06-08 16:00,독곶리,0.070218846
20705,4,06-08 17:00,독곶리,0.06660018
20706,4,06-08 18:00,독곶리,0.06288895
20707,4,06-08 19:00,독곶리,0.059576605
20708,4,06-08 20:00,독곶리,0.05986313
20709,4,06-08 21:00,독곶리,0.058330454
20710,4,06-08 22:00,독곶리,0.059635073
20711,4,06-08 23:00,독곶리,0.062426455
20712,4,06-09 00:00,독곶리,0.068588704
20713,4,06-09 01:00,독곶리,0.06936065
20714,4,06-09 02:00,독곶리,0.06663501
20715,4,06-09 03:00,독곶리,0.06581107
20716,4,06-09 04:00,독곶리,0.06372027
20717,4,06-09 05:00,독곶리,0.06277563
20718,4,06-09 06:00,독곶리,0.06480316
20719,4,06-09 07:00,독곶리,0.06707416
20720,4,06-09 08:00,독곶리,0.06648934
20721,4,06-09 09:00,독곶리,0.0673723
20722,4,06-09 10:00,독곶리,0.069714695
20723,4,06-09 11:00,독곶리,0.07460569
20724,4,06-09 12:00,독곶리,0.08083832
20725,4,06-09 13:00,독곶리,0.08139369
20726,4,06-09 14:00,독곶리,0.07770912
20727,4,06-09 15:00,독곶리,0.074573666
20728,4,06-09 16:00,독곶리,0.070218846
20729,4,06-09 17:00,독곶리,0.06660018
20730,4,06-09 18:00,독곶리,0.06288895
20731,4,06-09 19:00,독곶리,0.059576605
20732,4,06-09 20:00,독곶리,0.05986313
20733,4,06-09 21:00,독곶리,0.058330454
20734,4,06-09 22:00,독곶리,0.059635073
20735,4,06-09 23:00,독곶리,0.062426455
20736,4,06-12 00:00,독곶리,0.068588704
20737,4,06-12 01:00,독곶리,0.06936065
20738,4,06-12 02:00,독곶리,0.06663501
20739,4,06-12 03:00,독곶리,0.06581107
20740,4,06-12 04:00,독곶리,0.06372027
20741,4,06-12 05:00,독곶리,0.06277563
20742,4,06-12 06:00,독곶리,0.06480316
20743,4,06-12 07:00,독곶리,0.06707416
20744,4,06-12 08:00,독곶리,0.06648934
20745,4,06-12 09:00,독곶리,0.0673723
20746,4,06-12 10:00,독곶리,0.069714695
20747,4,06-12 11:00,독곶리,0.07460569
20748,4,06-12 12:00,독곶리,0.08083832
20749,4,06-12 13:00,독곶리,0.08139369
20750,4,06-12 14:00,독곶리,0.07770912
20751,4,06-12 15:00,독곶리,0.074573666
20752,4,06-12 16:00,독곶리,0.070218846
20753,4,06-12 17:00,독곶리,0.06660018
20754,4,06-12 18:00,독곶리,0.06288895
20755,4,06-12 19:00,독곶리,0.059576605
20756,4,06-12 20:00,독곶리,0.05986313
20757,4,06-12 21:00,독곶리,0.058330454
20758,4,06-12 22:00,독곶리,0.059635073
20759,4,06-12 23:00,독곶리,0.062426455
20760,4,06-13 00:00,독곶리,0.068588704
20761,4,06-13 01:00,독곶리,0.06936065
20762,4,06-13 02:00,독곶리,0.06663501
20763,4,06-13 03:00,독곶리,0.06581107
20764,4,06-13 04:00,독곶리,0.06372027
20765,4,06-13 05:00,독곶리,0.06277563
20766,4,06-13 06:00,독곶리,0.06480316
20767,4,06-13 07:00,독곶리,0.06707416
20768,4,06-13 08:00,독곶리,0.06648934
20769,4,06-13 09:00,독곶리,0.0673723
20770,4,06-13 10:00,독곶리,0.069714695
20771,4,06-13 11:00,독곶리,0.07460569
20772,4,06-13 12:00,독곶리,0.08083832
20773,4,06-13 13:00,독곶리,0.08139369
20774,4,06-13 14:00,독곶리,0.07770912
20775,4,06-13 15:00,독곶리,0.074573666
20776,4,06-13 16:00,독곶리,0.070218846
20777,4,06-13 17:00,독곶리,0.06660018
20778,4,06-13 18:00,독곶리,0.06288895
20779,4,06-13 19:00,독곶리,0.059576605
20780,4,06-13 20:00,독곶리,0.05986313
20781,4,06-13 21:00,독곶리,0.058330454
20782,4,06-13 22:00,독곶리,0.059635073
20783,4,06-13 23:00,독곶리,0.062426455
20784,4,06-14 00:00,독곶리,0.068588704
20785,4,06-14 01:00,독곶리,0.06936065
20786,4,06-14 02:00,독곶리,0.06663501
20787,4,06-14 03:00,독곶리,0.06581107
20788,4,06-14 04:00,독곶리,0.06372027
20789,4,06-14 05:00,독곶리,0.06277563
20790,4,06-14 06:00,독곶리,0.06480316
20791,4,06-14 07:00,독곶리,0.06707416
20792,4,06-14 08:00,독곶리,0.06648934
